Nb;CostH1yr;CostMRR1yr;CostYRR1yr;CostH3yr;CostMRR3yr;CostYRR3yr1yr;CostYRR3yr;ODH;ODMRR;ODYRR;SnapG/M;gp2G/M;gp3G/M;io1G/M;st1G/M;s3<50T;s3<450T;s3>500T;glacierG/M;Ec2Type;CPU;RAM;SAPS;Hana;S/4;BW/4;PROD;OS;Region Code;Region Name
8180;2,502;1826,49;21917,85;1,7139;1251,17;15014,03;45042,1;3,711;2709,03;32508,35;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.12xlarge;48;192;74280;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8181;3,3361;2435,32;29223,85;2,2852;1668,23;20018,74;60056,21;4,948;3612,04;43344,46;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.16xlarge;64;256;99040;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8182;5,0041;3652,98;43835,77;3,4279;2502,34;30028,07;90084,21;7,422;5418,06;65016,7;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.24xlarge;96;384;148560;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8183;0,4416;322,4;3868,82;0,3103;226,51;2718,17;8154,52;0,6431;469,49;5633,92;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.2xlarge;8;32;12380;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8184;6,5407;4774,7;57296,44;4,4391;3240,51;38886,15;116658,46;9,7646;7128,14;85537,68;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.32xlarge;128;512;198080;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8185;0,834;608,83;7305,92;0,5713;417,06;5004,7;15014,11;1,237;903,01;10836,12;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.4xlarge;16;64;24760;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8186;1,668;1217,66;14611,92;1,1426;834,11;10009,33;30027,99;2,474;1806,02;21672,23;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.8xlarge;32;128;49520;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8187;0,1104;80,6;967,24;0,0776;56,63;679,58;2038,74;0,1608;117,37;1408,48;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.large;2;8;3095;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8188;0,2208;161,2;1934,41;0,1551;113,26;1359,09;4077,26;0,3216;234,75;2816,96;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6idn.xlarge;4;16;6190;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8189;2,2447;1638,65;19663,85;1,5456;1128,26;13539,15;40617,45;3,3026;2410,87;28930,49;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.12xlarge;48;192;74280;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8190;2,993;2184,87;26218,46;2,0608;1504,35;18052,17;54156,52;4,4034;3214,5;38573,98;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.16xlarge;64;256;99040;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8191;4,4895;3277,31;39327,69;3,0911;2256,52;27078,22;81234,67;6,6051;4821,75;57860,97;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.24xlarge;96;384;148560;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8192;0,3988;291,1;3493,17;0,2822;206,03;2472,41;7417,23;0,5751;419,8;5037,61;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.2xlarge;8;32;12380;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8193;5,8545;4273,8;51285,6;3,9901;2912,75;34953,03;104859,08;8,6754;6333,06;75996,72;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.32xlarge;128;512;198080;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8194;0,7482;546,22;6554,62;0,5152;376,09;4513,02;13539,07;1,1009;803,62;9643,5;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.4xlarge;16;64;24760;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8195;1,4965;1092,44;13109,23;1,0304;752,17;9026,05;27078,15;2,2017;1607,25;19286,99;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.8xlarge;32;128;49520;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8196;0,0997;72,77;873,25;0,0706;51,51;618,12;1854,36;0,1438;104,95;1259,4;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.large;2;8;3095;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8197;0,1994;145,55;1746,58;0,1411;103,01;1236,17;3708,5;0,2875;209,9;2518,8;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m6in.xlarge;4;16;6190;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8198;2,0182;1473,26;17679,07;1,5233;1111,99;13343,9;40031,71;2,8239;2061,45;24737,43;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.12xlarge;48;192;107430;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8199;2,6909;1964,33;23572,02;2,031;1482,66;17791,87;53375,61;3,7652;2748,6;32983,24;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.16xlarge;64;256;143240;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8200;4,0363;2946,51;35358,06;3,0466;2223,98;26687,8;80063,41;5,6478;4122,9;49474,86;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.24xlarge;96;384;214860;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8201;0,361;263,53;3162,33;0,2785;203,32;2439,88;7319,64;0,4953;361,56;4338,76;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.2xlarge;8;32;17905;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8202;5,2503;3832,74;45992,86;3,9306;2869,37;34432,49;103297,47;7,399;5401,27;64815,23;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.32xlarge;128;512;286480;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8203;7,8755;5749,1;68989,25;5,896;4304,07;51648,81;154946,43;11,0985;8101,9;97222,84;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.48xlarge;192;768;429720;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8204;0,6727;491,09;5893,02;0,5078;370,66;4447,97;13343,9;0,9413;687,15;8245,81;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.4xlarge;16;64;35810;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8205;1,3454;982,17;11786,05;1,0155;741,33;8895,93;26687,8;1,8826;1374,3;16491,62;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.8xlarge;32;128;71620;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8206;0,0902;65,88;790,58;0,0696;50,83;609,95;1829,85;0,1238;90,39;1084,69;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.large;2;8;4476;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8207;0,0451;32,94;395,29;0,0348;25,41;304,98;914,93;0,0619;45,2;542,35;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.medium;1;4;2238;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8208;0,1805;131,76;1581,17;0,1393;101,66;1219,9;3659,71;0,2476;180,78;2169,38;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7a.xlarge;4;16;8953;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8209;1,8128;1323,32;15879,87;1,3824;1009,18;12110,21;36330,62;2,5134;1834,8;22017,61;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.12xlarge;48;192;101220;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8210;2,417;1764,43;21173,13;1,8433;1345,58;16146,92;48440,76;3,3512;2446,4;29356,81;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.16xlarge;64;256;123300;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8211;3,6255;2646,64;31759,74;2,7649;2018,37;24220,42;72661,25;5,0269;3669,6;44035,21;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.24xlarge;96;384;167470;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8212;0,3268;238,54;2862,53;0,255;186,18;2234,21;6702,64;0,4435;323,79;3885,46;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.2xlarge;8;32;16870;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8213;7,054;5149,38;61792,6;5,3326;3892,83;46713,96;140141,89;9,8566;7195,3;86343,56;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.48xlarge;192;768;306020;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8214;0,6043;441,11;5293,26;0,4608;336,39;4036,71;12110,13;0,8378;611,6;7339,2;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.4xlarge;16;64;33740;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8215;1,2085;882,22;10586,6;0,9216;672,79;8073,5;24220,49;1,6756;1223,2;14678,4;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.8xlarge;32;128;67480;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8216;0,0817;59,64;715,63;0,0638;46,54;558,53;1675,6;0,1109;80,95;971,36;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.large;2;8;4218;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8217;0,1634;119,27;1431,26;0,1275;93,1;1117,14;3351,43;0,2218;161,89;1942,73;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;m7i.xlarge;4;16;8435;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8218;0,421;307,3;3687,59;0;0;0;0;0,6665;486,56;5838,68;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r3.2xlarge;8;61;7980;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8219;0,7923;578,37;6940,46;0;0;0;0;1,2843;937,51;11250,15;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r3.4xlarge;16;122;15960;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8220;1,5854;1157,37;13888,42;0;0;0;0;2,5685;1875,02;22500,29;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r3.8xlarge;32;244;31920;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8221;0,1052;76,82;921,9;0;0;0;0;0,1668;121,8;1461,54;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r3.large;2;15;1995;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8222;0,2105;153,65;1843,79;0;0;0;0;0,3337;243,59;2923,09;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r3.xlarge;4;30,5;3990;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8223;2,8913;2110,62;25327,44;2,1586;1575,78;18909,39;56728,17;4,2328;3089,98;37079,76;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r4.16xlarge;64;488;76400;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8224;0,386;281,82;3381,79;0,2945;214,98;2579,81;7739,44;0,5537;404,24;4850,83;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r4.2xlarge;8;61;9550;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8225;0,7228;527,66;6331,86;0,5396;393,93;4727,16;14181,48;1,0582;772,5;9269,94;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r4.4xlarge;16;122;19100;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8226;1,4456;1055,31;12663,72;1,0793;787,86;9454,32;28362,96;2,1164;1544,99;18539,88;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r4.8xlarge;32;244;38200;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8227;0,0965;70,45;845,45;0,0736;53,71;644,58;1933,74;0,1384;101,06;1212,71;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r4.large;2;15,25;2387;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8228;0,193;140,91;1690,89;0,1472;107,49;1289,91;3869,72;0,2769;202,12;2425,41;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r4.xlarge;4;30,5;4775;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8229;2,074;1514,01;18168,12;1,5615;1139,88;13678,56;41035,67;3,0306;2212,3;26547,65;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.12xlarge;48;384;69385;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8230;2,7645;2018,06;24216,67;2,0817;1519,63;18235,58;54706,74;4,041;2949,95;35399,36;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.16xlarge;64;512;92513;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8231;4,1471;3027,4;36328,75;3,123;2279,76;27357,12;82071,35;6,062;4425,23;53102,79;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.24xlarge;96;768;138770;1;0;1;1;RHEL;us-east-2;US East (Ohio)
8232;0,3705;270,45;3245,38;0,2849;207,99;2495,87;7487,61;0,5296;386,62;4639,47;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.2xlarge;8;64;11564;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8233;0,6913;504,67;6056,04;0,5202;379,75;4557,02;13671,06;1,0105;737,64;8851,71;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.4xlarge;16;128;23128;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8234;1,3827;1009,34;12112,08;1,0413;760,13;9121,54;27364,61;2,0209;1475,29;17703,43;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.8xlarge;32;256;46257;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8235;0,0924;67,46;809,47;0,071;51,84;622,09;1866,28;0,1326;96,81;1161,74;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.large;2;16;2891;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8236;4,1471;3027,4;36328,75;3,123;2279,76;27357,12;82071,35;6,062;4425,23;53102,79;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.metal;96;768;143230;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8237;0,1848;134,91;1618,94;0,142;103,68;1244,19;3732,56;0,2652;193,62;2323,48;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5.xlarge;4;32;5782;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8238;2,3711;1730,92;20771,02;1,6827;1228,37;14740,46;44221,39;3,5032;2557,33;30687,94;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.12xlarge;48;384;69385;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8239;3,1615;2307,89;27694,7;2,2436;1637,83;19653,95;58961,86;4,6709;3409,77;40917,25;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.16xlarge;64;512;92513;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8240;4,7422;3461,84;41542,04;3,3654;2456,74;29480,93;88442,78;7,0064;5114,66;61375,88;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.24xlarge;96;768;138770;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8241;0,4198;306,47;3677,7;0,3051;222,72;2672,6;8017,81;0,6085;444,21;5330,52;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.2xlarge;8;64;11564;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8242;0,7904;576,97;6923,67;0,5609;409,46;4913,49;14740,46;1,1677;852,44;10229,31;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.4xlarge;16;128;23128;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8243;1,5807;1153,95;13847,35;1,1218;818,91;9826,98;29480,93;2,3355;1704,89;20458,63;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.8xlarge;32;256;46257;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8244;0,105;76,62;919,42;0,0763;55,68;668,15;2004,45;0,1521;111,05;1332,63;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.large;2;16;2891;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8245;4,7422;3461,84;41542,04;3,3654;2456,74;29480,93;88442,78;7,0064;5114,66;61375,88;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.metal;96;768;143230;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8246;0,2099;153,24;1838,85;0,1525;111,36;1336,3;4008,9;0,3043;222,1;2665,26;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5b.xlarge;4;32;5782;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8247;2,3709;1730,74;20768,92;1,683;1228,57;14742,86;44228,59;3,5028;2557,08;30684,94;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5n.12xlarge;48;384;69385;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8248;3,1615;2307,87;27694,4;2,2434;1637,68;19652,15;58956,46;4,6707;3409,65;40915,75;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5n.16xlarge;64;512;92513;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8249;4,7426;3462,11;41545,34;3,3651;2456,52;29478,23;88434,69;7,0065;5114,78;61377,38;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5n.24xlarge;96;768;138770;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8250;0,4201;306,67;3680,09;0,3055;222,98;2675,75;8027,25;0,6083;444,08;5329,02;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5n.2xlarge;8;64;11564;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8251;0,7906;577,12;6925,47;0,5613;409,73;4916,79;14750,36;1,1679;852,57;10230,81;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5n.4xlarge;16;128;23128;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8252;1,5812;1154,25;13850,95;1,1217;818,84;9826,08;29478,23;2,3358;1705,14;20461,62;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5n.8xlarge;32;256;46257;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8253;0,1052;76,82;921,9;0,0761;55,59;667,06;2001,19;0,1523;111,18;1334,13;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5n.large;2;16;2891;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8254;0,2096;153,02;1836,3;0,1523;111,18;1334,13;4002,38;0,3046;222,35;2668,26;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r5n.xlarge;4;32;5782;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8255;1,9839;1448,27;17379,19;1,4998;1094,86;13138,31;39414,93;2,7722;2023,68;24284,12;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.12xlarge;48;384;71613;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8256;2,6452;1931,02;23172,23;1,9997;1459,81;17517,7;52553,09;3,6962;2698,24;32378,83;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.16xlarge;64;512;95483;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8257;3,9679;2896,53;34758,38;2,9996;2189,72;26276,62;78829,87;5,5443;4047,35;48568,25;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.24xlarge;96;768;143225;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8258;0,3553;259,37;3112,42;0,2746;200,46;2405,55;7216,66;0,4867;355,27;4263,21;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.2xlarge;8;64;11935;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8259;5,159;3766,1;45193,21;3,8681;2823,69;33884,22;101652,67;7,261;5300,53;63606,42;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.32xlarge;128;1024;190967;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8260;7,7386;5649,15;67789,81;5,8021;4235,52;50826,3;152478,9;10,8915;7950,8;95409,63;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.48xlarge;192;1536;286450;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8261;0,6613;482,75;5793,04;0,4999;364,96;4379,46;13138,39;0,9241;674,56;8094,71;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.4xlarge;16;128;23871;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8262;1,3226;965,51;11586,15;0,9999;729,9;8758,85;26276,55;1,8481;1349,12;16189,42;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.8xlarge;32;256;47742;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8263;0,0888;64,84;778,07;0,0687;50,12;601,41;1804,22;0,1217;88,82;1065,8;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.large;2;16;2984;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8264;0,1776;129,68;1556,21;0,1373;100,23;1202,81;3608,44;0,2433;177,63;2131,61;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6a.xlarge;4;32;5968;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8265;2,1551;1573,21;18878,51;1,6172;1180,53;14166,41;42499,24;3,0309;2212,55;26550,64;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.12xlarge;48;384;73519;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8266;2,8734;2097,61;25171,32;2,1562;1574,05;18888,55;56665,66;4,0412;2950,07;35400,86;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.16xlarge;64;512;98025;1;1;1;1;RHEL;us-east-2;US East (Ohio)
8267;4,3102;3146,41;37756,94;3,2343;2361,06;28332,75;84998,26;6,0618;4425,11;53101,29;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.24xlarge;96;768;147038;1;0;1;1;RHEL;us-east-2;US East (Ohio)
8268;0,3838;280,19;3362,3;0,2942;214,74;2576,89;7730,67;0,5298;386,75;4640,97;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.2xlarge;8;64;12253;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8269;5,6155;4099,28;49191,39;4,181;3052,15;36625,78;109877,35;7,951;5804,21;69650,47;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.32xlarge;128;1024;196050;1;0;1;1;RHEL;us-east-2;US East (Ohio)
8270;0,7184;524,4;6292,81;0,5391;393,51;4722,14;14166,41;1,0103;737,52;8850,21;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.4xlarge;16;128;24506;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8271;1,4367;1048,8;12585,62;1,0781;787,02;9444,28;28332,83;2,0206;1475,04;17700,43;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.8xlarge;32;256;49013;1;1;0;1;RHEL;us-east-2;US East (Ohio)
8272;0,096;70,05;840,58;0,0735;53,68;644,2;1932,61;0,1324;96,69;1160,24;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.large;2;16;3063;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8273;5,6155;4099,28;49191,39;4,181;3052,15;36625,78;109877,35;7,951;5804,21;69650,47;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.metal;128;1024;203600;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8274;0,1919;140,1;1681,15;0,1471;107,37;1288,48;3865,45;0,2649;193,37;2320,48;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6i.xlarge;4;32;6127;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8275;2,3948;1748,23;20978,79;1,7853;1303,25;15638,98;46916,93;3,5484;2590,31;31083,68;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6id.12xlarge;48;384;73519;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8276;3,1931;2330,98;27971,71;2,3804;1737,66;20851,97;62555,91;4,7312;3453,74;41444,91;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6id.16xlarge;64;512;98025;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8277;4,7897;3496,46;41957,57;3,5705;2606,5;31277,95;93833,86;7,0967;5180,61;62167,36;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6id.24xlarge;96;768;147038;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8278;0,4238;309,36;3712,32;0,3222;235,2;2822,35;8467,06;0,616;449,71;5396,47;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6id.2xlarge;8;64;12253;0;0;0;0;RHEL;us-east-2;US East (Ohio)
8279;6,2548;4566,02;54792,18;4,6293;3379,39;40552,69;121658,07;9,3309;6811,55;81738,57;0,0428;0,0856;0,0684;0,107;0,0385;0,0197;0,0188;0,018;0,0031;r6id.32xlarge;128;1024;196050;0;0;0;0;RHEL;us-east-2;US East (Ohio)
